28.9,57.9,0,0,0,6.26,220,17,210,21.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.1,66,0,0,0,9.17,110,17,90,21.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,78.1,0,0,0,4.03,170,14.09,170,16.11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,82,0,0,0,11.18,170,19.91,180,25.05,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
55.9,71.1,0.23,0,0,11.41,40,23.04,30,27.96,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51.1,80.1,0,0,0,2.46,90,12.08,120,16.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.1,87.1,0,0,0,9.62,220,19.91,230,23.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55,73,0,0,0,6.71,40,14.99,30,17.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44.1,73.9,0,0,0,6.26,230,16.11,220,21.92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,78.1,0,0,0,4.03,230,16.11,280,21.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.9,100,0,0,0,5.59,230,16.11,220,21.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.1,96.1,0.01,0,0,7.61,200,17.9,170,23.94,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
69.1,95,0.82,0,0,11.41,230,25.05,230,29.08,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
64,89.1,0,0,0,5.37,50,14.99,100,19.91,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,69.1,0,0,0,6.93,230,17,230,21.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,48,0,0,0,3.13,300,14.99,280,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.9,42.1,0,0,0,3.36,360,14.09,10,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,61,0,0,0,2.46,210,8.95,230,12.08,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.1,64,0,0,0,8.5,240,21.92,240,29.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,59,0.73,0,0,6.49,140,17.9,150,25.05,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
44.1,57.9,0.04,0,0,4.47,90,12.97,90,16.11,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,82.9,0,0,0,11.41,230,21.92,240,25.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,82.9,0.25,0,0,11.18,220,21.03,230,23.94,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,75.9,0,0,0,6.71,270,16.11,290,21.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,71.1,0,0,0,9.62,80,17,50,21.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,66,0.01,0,0,2.68,320,6.93,90,8.95,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
42.1,70,0,0,0,12.53,50,25.05,40,31.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,69.1,0.04,0,0,11.41,40,17.9,40,23.94,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
55.9,86,0,0,0,4.92,240,12.97,220,16.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.1,70,0.01,0,0,6.71,80,14.99,80,17,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62.1,91,0.13,0,0,4.25,30,19.91,30,25.05,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
66.9,89.1,0.31,0,0,5.37,260,14.99,260,19.91,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
73,93.9,0,0,0,9.17,190,17.9,200,23.04,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
63,86,0,0,0,6.93,180,12.97,180,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
57.9,84.9,0,0,0,5.14,50,17.9,50,23.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.9,82.9,0.43,0,0,10.51,230,25.05,220,31.99,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
52,79,0,0,0,4.7,70,10.07,100,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.9,91,0.14,0,0,4.92,350,21.92,330,31.09,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
75.9,96.1,0,0,0,5.82,220,17,230,19.91,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
66,88,1.18,0,0,4.47,50,23.04,50,27.96,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
64.9,87.1,0.93,0,0,6.93,200,23.04,200,29.97,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
71.1,96.1,0,0,0,7.83,220,17.9,220,21.92,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
69.1,87.1,0,0,0,9.4,230,17,220,21.03,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
70,90,0.97,0,0,10.51,300,23.04,300,36.01,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
68,91,0,0,0,5.14,180,14.09,160,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,90,0.76,0,0,3.36,150,19.91,130,23.94,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
72,91.9,0,0,0,6.26,230,14.09,220,16.11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75,93,0,0,0,7.61,230,17,240,23.04,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0
61,73.9,0.11,0,0,3.8,130,14.09,130,16.11,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
64.9,84.9,0,0,0,2.46,170,14.99,130,17,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
64,88,0,0,0,9.4,90,17,110,25.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,89.1,0,0,0,3.58,120,10.07,140,14.99,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
64,90,0,0,0,4.47,170,10.07,180,14.09,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72,91,0,0,0,6.26,240,14.09,230,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,86,0,0,0,5.59,220,14.09,360,16.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60.1,73.9,0,0,0,3.8,30,10.07,50,14.09,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53.1,70,0,0,0,12.3,40,23.04,20,29.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,81,0.96,0,0,10.07,30,21.92,30,31.09,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
64.9,73,0.02,0,0,6.71,50,16.11,40,17.9,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
60.1,71.1,0,0,0,9.62,40,14.99,50,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.1,51.1,0,0,0,2.24,240,10.07,200,12.08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,70,0,0,0,4.47,230,14.09,240,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.1,30.2,0,0,0,7.83,70,16.11,80,21.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.2,35.1,0,0,0,10.07,50,18.12,50,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.2,32,0,0,0,2.91,30,10.07,20,14.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,61,0,0,0,4.92,90,10.07,100,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.2,34,0,0.2,5.91,5.59,270,12.97,320,19.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.2,55.9,0,0,1.18,5.59,220,12.97,230,16.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.9,62.1,0,0,0,4.7,190,18.12,200,25.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.1,66.9,0,0,0,6.26,170,17,190,21.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.1,52,0.59,0,0,8.05,360,14.99,20,25.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.1,62.1,0,0,0,13.2,240,25.05,230,31.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.1,64.9,0.21,0,0,8.5,190,21.92,200,29.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,44.1,0,0,0,8.72,50,17,50,21.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.9,81,0.02,0,0,13.42,230,25.95,230,33.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,72,0,0,0,3.36,200,12.97,190,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,57,0.07,0,0,4.92,220,12.97,200,16.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.2,54,0,0,0,4.7,50,12.97,50,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.1,46.9,0,0,0,4.47,250,16.11,310,25.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.9,48.9,0.21,0,0,7.83,80,16.11,80,21.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,37.9,0.92,1.42,0,7.16,30,14.09,30,19.91,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24.3,64.9,0,0,0,11.63,230,29.97,240,42.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.9,60.1,0.01,0,0,6.04,40,16.11,40,21.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.1,55.9,0,0,0,3.8,270,16.11,260,23.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,75.9,0,0,0,10.74,240,21.92,230,29.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,75,0,0,0,7.61,230,16.11,240,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,52,0,0,0,4.92,40,17,20,25.05,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45,75.9,0,0,0,10.96,290,23.94,290,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.1,84.9,0,0,0,10.07,230,21.03,220,25.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.1,84.9,0,0,0,12.97,220,21.92,240,25.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.1,84.9,0.16,0,0,3.58,310,18.12,300,33.11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68,93,0,0,0,8.05,220,16.11,250,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.1,88,0.02,0,0,8.72,240,18.12,190,23.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,87.1,0.08,0,0,4.7,320,14.09,300,23.94,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70,91,0,0,0,4.47,360,10.07,10,14.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.9,93.9,0,0,0,4.92,230,14.09,220,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72,88,0.02,0,0,4.25,50,12.08,20,16.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,91.9,0,0,0,4.92,220,12.97,220,16.11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,88,0.07,0,0,4.25,140,16.11,90,23.04,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72,93,0,0,0,3.36,90,16.11,140,25.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,89.1,0.8,0,0,2.91,20,17,20,23.04,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68,88,1.83,0,0,6.71,30,16.11,340,23.04,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68,87.1,0.86,0,0,4.47,220,16.11,220,19.91,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70,88,0.01,0,0,6.71,230,14.09,330,19.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,82.9,0,0,0,2.68,40,10.07,50,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.1,93,0,0,0,4.03,250,12.08,240,14.99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71.1,93.9,0,0,0,6.04,240,12.97,240,16.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,93.9,0,0,0,7.38,230,14.99,210,21.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,91.9,0.01,0,0,2.91,40,12.97,110,19.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.1,91.9,0.03,0,0,2.68,170,8.95,170,14.09,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
66.9,80.1,0.15,0,0,5.37,40,12.97,30,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.9,88,0.26,0,0,4.47,230,23.04,230,27.96,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72,88,0.13,0,0,5.14,30,12.97,40,21.03,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73.9,81,0.28,0,0,11.18,20,21.03,40,31.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,79,2.5,0,0,20.36,40,33.11,50,48.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,75.9,0.9,0,0,14.99,80,23.04,80,33.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,82,0,0,0,3.58,80,10.07,80,12.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,87.1,0,0,0,2.91,90,10.07,30,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69.1,84.9,0,0,0,6.26,100,16.11,100,23.04,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.1,71.1,0,0,0,3.58,270,12.08,260,18.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,57.9,0,0,0,5.59,340,19.91,350,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.9,61,0,0,0,3.58,40,14.99,40,19.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.1,52,1.58,0,0,8.05,90,21.92,90,29.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,64.9,0,0,0,5.14,290,17,300,25.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,62.1,0.82,0,0,3.8,90,18.12,80,21.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,73.9,0.03,0,0,7.38,230,27.96,240,36.91,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,48,0.04,0,0,8.05,60,16.11,80,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,43,0.88,0,0,10.29,50,21.03,40,29.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,64.9,0,0,0,3.36,230,12.97,220,16.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.2,57,0,0,0,2.24,270,12.08,250,16.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.1,45,0,0,0,7.83,100,14.09,40,18.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,45,0.72,0,0,5.14,290,12.97,300,18.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.1,48,0,0,0,6.71,320,14.09,350,21.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.9,71.1,0,0,0,10.96,220,21.03,230,25.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.2,37.9,1.75,7.01,3.15,15.21,50,23.94,30,34,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26.2,51.1,0,0,0,2.46,100,8.95,110,12.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,68,1.61,0,0,9.84,20,21.03,200,31.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,64.9,0,0,0,3.36,250,14.09,240,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,59,0.01,0,0,2.91,160,10.07,140,14.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.9,54,0.01,0,0,5.14,90,12.97,70,19.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.1,61,0.01,0,0,9.62,250,21.03,240,29.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,59,0,0,0,8.05,190,17,190,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.9,64,0.04,0,0,7.83,180,21.03,170,29.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,46.9,0,0,0,3.58,270,14.09,240,21.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.9,51.1,0,0,0,2.46,240,16.11,240,21.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.9,54,0.16,0,0,8.95,250,23.94,260,31.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.9,60.1,0,0,0,3.8,210,10.07,190,14.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.1,79,0,0,0,12.75,230,23.04,230,27.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.9,66.9,0,0,0,10.51,230,23.04,230,29.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,57.9,0.45,0,0,8.05,50,25.05,50,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.1,45,0.25,0,0,5.37,100,12.08,130,16.11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37,59,0,0,0,7.83,290,19.91,270,29.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,59,0,0,0,4.25,120,12.97,110,16.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,48.9,0.1,0,0,4.7,130,10.07,130,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,96.1,0.02,0,0,11.41,230,21.92,240,31.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
70,89.1,0,0,0,4.03,250,14.99,240,23.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,93.9,0,0,0,3.58,230,14.09,250,25.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,93,0.04,0,0,4.47,10,10.07,360,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64.9,93,0,0,0,3.13,30,14.09,30,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
